STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic,Indicator,s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-10,,-1.7,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-11,,-1.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-12,,-2.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-01,,-1.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-02,,-0.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-03,,-1.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-04,,-1.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-05,,-6.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-06,,-6.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,-9.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,-8.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-LY,Financial situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,-10.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-09,,1.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-10,,1.7,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-11,,1.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-12,,1.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-01,,3.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-02,,3.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-03,,3.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-04,,3.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-05,,4.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-06,,4.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-07,,3.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-08,,4.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-09,,3.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-10,,2.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-11,,3.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-12,,2.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-01,,3.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-02,,3.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-03,,0.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-04,,-12.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-05,,-6.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-06,,-1.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,-1.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,-1.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,-1.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-09,,1.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-10,,2.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-11,,2.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-12,,2.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-01,,3.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-02,,3.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-03,,3.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-04,,3.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-05,,3.7,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-06,,3.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-07,,3.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-08,,3.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-09,,3.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-10,,3.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-11,,3.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-12,,2.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-01,,3.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-02,,3.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-03,,0.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-04,,-12.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-05,,-7.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-06,,-2.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,-1.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,-1.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-FS-NY,Financial situation over the next 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,-1.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-09,,-7.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-10,,-9.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-11,,-13.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-12,,-18.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-01,,-14.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-02,,-15.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-03,,-15.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-04,,-16.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-05,,-13.5,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-06,,-12.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-07,,-11.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-08,,-15.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-09,,-15.2,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-10,,-17.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-11,,-18.7,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-12,,-20.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-01,,-17.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-02,,-16.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-03,,-20.1,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-04,,-29.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-05,,-52.6,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-06,,-57.3,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-07,,-59.0,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-08,,-60.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2020-09,,-59.7,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-09,,-8.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-10,,-8.8,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-11,,-11.9,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2018-12,,-16.4,,,,,
dataflow,ESTAT:EI_BSCO_M(1.0),Consumers confidence indicator and survey results - monthly data,M,Monthly,BS-GES-LY,General economic situation over the last 12 months,SA,"Seasonally adjusted data, not calendar adjusted data",BAL,Balance,EA20,Euro area – 20 countries (2023-2025),2019-01,,-14.6,,,,,
